t,obs,action,reward,seed
168,8.42749e-10,1.4818478e-11,1.8869226e-08,0
169,8.42749e-10,1.4818478e-11,1.8869226e-08,0
170,8.42749e-10,1.4818478e-11,1.8869226e-08,0
171,8.42749e-10,1.4818478e-11,1.8869226e-08,0
172,8.42749e-10,1.4818478e-11,1.8869226e-08,0
173,8.42749e-10,1.4818478e-11,1.8869226e-08,0
174,8.42749e-10,1.4818478e-11,1.8869226e-08,0
175,8.42749e-10,1.4818478e-11,1.8869226e-08,0
176,8.42749e-10,1.4818478e-11,1.8869226e-08,0
177,8.42749e-10,1.4818478e-11,1.8869226e-08,0
178,8.42749e-10,1.4818478e-11,1.8869226e-08,0
179,8.42749e-10,1.4818478e-11,1.8869226e-08,0
180,8.42749e-10,1.4818478e-11,1.8869226e-08,0
181,8.42749e-10,1.4818478e-11,1.8869226e-08,0
182,8.42749e-10,1.4818478e-11,1.8869226e-08,0
183,8.42749e-10,1.4818478e-11,1.8869226e-08,0
184,8.42749e-10,1.4818478e-11,1.8869226e-08,0
185,8.42749e-10,1.4818478e-11,1.8869226e-08,0
186,8.42749e-10,1.4818478e-11,1.8869226e-08,0
187,8.42749e-10,1.4818478e-11,1.8869226e-08,0
188,8.42749e-10,1.4818478e-11,1.8869226e-08,0
189,8.42749e-10,1.4818478e-11,1.8869226e-08,0
190,8.42749e-10,1.4818478e-11,1.8869226e-08,0
191,8.42749e-10,1.4818478e-11,1.8869226e-08,0
192,8.42749e-10,1.4818478e-11,1.8869226e-08,0
193,8.42749e-10,1.4818478e-11,1.8869226e-08,0
194,8.42749e-10,1.4818478e-11,1.8869226e-08,0
195,8.42749e-10,1.4818478e-11,1.8869226e-08,0
196,8.42749e-10,1.4818478e-11,1.8869226e-08,0
197,8.42749e-10,1.4818478e-11,1.8869226e-08,0
198,8.42749e-10,1.4818478e-11,1.8869226e-08,0
199,8.42749e-10,1.4818478e-11,1.8869226e-08,0
0,60.17963,6.8168716,26.433512,1
1,52.61914,6.8168716,25.51808,1
2,47.113163,6.18323,21.669537,1
3,44.052197,5.5838695,15.555622,1
4,36.70051,5.0535407,1.8707647,1
5,30.28504,4.2604303,1.2583398,1
6,24.288912,3.5130858,1.6225959,1
7,18.467615,2.8167322,1.1477439,1
8,12.44007,2.1326437,1.344313,1
9,6.5412436,1.4255316,0.9075684,1
10,0.8369747,0.73056793,0.5236331,1
11,0.0066947304,0.06900628,0.06869607,1
12,1.3354932e-05,0.0006000241,0.0001197508,1
13,1.3175176e-08,1.0714567e-06,1.0634579e-07,1
14,6.7260243e-12,9.819094e-10,6.4541976e-11,1
15,1.2204349e-13,5.8285554e-13,9.376024e-13,1
16,4.056792e-14,1.9412943e-14,5.098558e-13,1
17,3.943105e-14,1.0140361e-14,5.0076084e-13,1
18,3.943105e-14,9.785089e-15,5.0076084e-13,1
19,3.943105e-14,9.785089e-15,5.0076084e-13,1
20,3.943105e-14,9.785089e-15,5.0076084e-13,1
21,3.943105e-14,9.785089e-15,5.0076084e-13,1
22,3.943105e-14,9.785089e-15,5.0076084e-13,1
23,3.943105e-14,9.785089e-15,5.0076084e-13,1
24,3.943105e-14,9.785089e-15,5.0076084e-13,1
25,3.943105e-14,9.785089e-15,5.0076084e-13,1
26,3.943105e-14,9.785089e-15,5.0076084e-13,1
27,3.943105e-14,9.785089e-15,5.0076084e-13,1
28,3.943105e-14,9.785089e-15,5.0076084e-13,1
29,3.943105e-14,9.785089e-15,5.0076084e-13,1
30,3.943105e-14,9.785089e-15,5.0076084e-13,1
31,3.943105e-14,9.785089e-15,5.0076084e-13,1
32,3.943105e-14,9.785089e-15,5.0076084e-13,1
33,3.943105e-14,9.785089e-15,5.0076084e-13,1
34,3.943105e-14,9.785089e-15,5.0076084e-13,1
35,3.943105e-14,9.785089e-15,5.0076084e-13,1
36,3.943105e-14,9.785089e-15,5.0076084e-13,1
37,3.943105e-14,9.785089e-15,5.0076084e-13,1
38,3.943105e-14,9.785089e-15,5.0076084e-13,1
39,3.943105e-14,9.785089e-15,5.0076084e-13,1
40,3.943105e-14,9.785089e-15,5.0076084e-13,1
41,3.943105e-14,9.785089e-15,5.0076084e-13,1
42,3.943105e-14,9.785089e-15,5.0076084e-13,1
43,3.943105e-14,9.785089e-15,5.0076084e-13,1
44,3.943105e-14,9.785089e-15,5.0076084e-13,1
45,3.943105e-14,9.785089e-15,5.0076084e-13,1
46,3.943105e-14,9.785089e-15,5.0076084e-13,1
47,3.943105e-14,9.785089e-15,5.0076084e-13,1
48,3.943105e-14,9.785089e-15,5.0076084e-13,1
49,3.943105e-14,9.785089e-15,5.0076084e-13,1
50,3.943105e-14,9.785089e-15,5.0076084e-13,1
51,3.943105e-14,9.785089e-15,5.0076084e-13,1
52,3.943105e-14,9.785089e-15,5.0076084e-13,1
53,3.943105e-14,9.785089e-15,5.0076084e-13,1
54,3.943105e-14,9.785089e-15,5.0076084e-13,1
55,3.943105e-14,9.785089e-15,5.0076084e-13,1
56,3.943105e-14,9.785089e-15,5.0076084e-13,1
57,3.943105e-14,9.785089e-15,5.0076084e-13,1
58,3.943105e-14,9.785089e-15,5.0076084e-13,1
59,3.943105e-14,9.785089e-15,5.0076084e-13,1
60,3.943105e-14,9.785089e-15,5.0076084e-13,1
61,3.943105e-14,9.785089e-15,5.0076084e-13,1
62,3.943105e-14,9.785089e-15,5.0076084e-13,1
63,3.943105e-14,9.785089e-15,5.0076084e-13,1
64,3.943105e-14,9.785089e-15,5.0076084e-13,1
65,3.943105e-14,9.785089e-15,5.0076084e-13,1
66,3.943105e-14,9.785089e-15,5.0076084e-13,1
67,3.943105e-14,9.785089e-15,5.0076084e-13,1
68,3.943105e-14,9.785089e-15,5.0076084e-13,1
69,3.943105e-14,9.785089e-15,5.0076084e-13,1
70,3.943105e-14,9.785089e-15,5.0076084e-13,1
71,3.943105e-14,9.785089e-15,5.0076084e-13,1
72,3.943105e-14,9.785089e-15,5.0076084e-13,1
73,3.943105e-14,9.785089e-15,5.0076084e-13,1
74,3.943105e-14,9.785089e-15,5.0076084e-13,1
75,3.943105e-14,9.785089e-15,5.0076084e-13,1
76,3.943105e-14,9.785089e-15,5.0076084e-13,1
77,3.943105e-14,9.785089e-15,5.0076084e-13,1
78,3.943105e-14,9.785089e-15,5.0076084e-13,1
79,3.943105e-14,9.785089e-15,5.0076084e-13,1
80,3.943105e-14,9.785089e-15,5.0076084e-13,1
81,3.943105e-14,9.785089e-15,5.0076084e-13,1
82,3.943105e-14,9.785089e-15,5.0076084e-13,1
83,3.943105e-14,9.785089e-15,5.0076084e-13,1
84,3.943105e-14,9.785089e-15,5.0076084e-13,1
85,3.943105e-14,9.785089e-15,5.0076084e-13,1
86,3.943105e-14,9.785089e-15,5.0076084e-13,1
87,3.943105e-14,9.785089e-15,5.0076084e-13,1
88,3.943105e-14,9.785089e-15,5.0076084e-13,1
89,3.943105e-14,9.785089e-15,5.0076084e-13,1
90,3.943105e-14,9.785089e-15,5.0076084e-13,1
91,3.943105e-14,9.785089e-15,5.0076084e-13,1
92,3.943105e-14,9.785089e-15,5.0076084e-13,1
93,3.943105e-14,9.785089e-15,5.0076084e-13,1
94,3.943105e-14,9.785089e-15,5.0076084e-13,1
95,3.943105e-14,9.785089e-15,5.0076084e-13,1
96,3.943105e-14,9.785089e-15,5.0076084e-13,1
97,3.943105e-14,9.785089e-15,5.0076084e-13,1
98,3.943105e-14,9.785089e-15,5.0076084e-13,1
99,3.943105e-14,9.785089e-15,5.0076084e-13,1
100,3.943105e-14,9.785089e-15,5.0076084e-13,1
101,3.943105e-14,9.785089e-15,5.0076084e-13,1
102,3.943105e-14,9.785089e-15,5.0076084e-13,1
103,3.943105e-14,9.785089e-15,5.0076084e-13,1
104,3.943105e-14,9.785089e-15,5.0076084e-13,1
105,3.943105e-14,9.785089e-15,5.0076084e-13,1
106,3.943105e-14,9.785089e-15,5.0076084e-13,1
107,3.943105e-14,9.785089e-15,5.0076084e-13,1
108,3.943105e-14,9.785089e-15,5.0076084e-13,1
109,3.943105e-14,9.785089e-15,5.0076084e-13,1
110,3.943105e-14,9.785089e-15,5.0076084e-13,1
111,3.943105e-14,9.785089e-15,5.0076084e-13,1
112,3.943105e-14,9.785089e-15,5.0076084e-13,1
113,3.943105e-14,9.785089e-15,5.0076084e-13,1
114,3.943105e-14,9.785089e-15,5.0076084e-13,1
115,3.943105e-14,9.785089e-15,5.0076084e-13,1
116,3.943105e-14,9.785089e-15,5.0076084e-13,1
117,3.943105e-14,9.785089e-15,5.0076084e-13,1
118,3.943105e-14,9.785089e-15,5.0076084e-13,1
119,3.943105e-14,9.785089e-15,5.0076084e-13,1
120,3.943105e-14,9.785089e-15,5.0076084e-13,1
121,3.943105e-14,9.785089e-15,5.0076084e-13,1
122,3.943105e-14,9.785089e-15,5.0076084e-13,1
123,3.943105e-14,9.785089e-15,5.0076084e-13,1
124,3.943105e-14,9.785089e-15,5.0076084e-13,1
125,3.943105e-14,9.785089e-15,5.0076084e-13,1
126,3.943105e-14,9.785089e-15,5.0076084e-13,1
127,3.943105e-14,9.785089e-15,5.0076084e-13,1
128,3.943105e-14,9.785089e-15,5.0076084e-13,1
129,3.943105e-14,9.785089e-15,5.0076084e-13,1
130,3.943105e-14,9.785089e-15,5.0076084e-13,1
131,3.943105e-14,9.785089e-15,5.0076084e-13,1
132,3.943105e-14,9.785089e-15,5.0076084e-13,1
133,3.943105e-14,9.785089e-15,5.0076084e-13,1
134,3.943105e-14,9.785089e-15,5.0076084e-13,1
135,3.943105e-14,9.785089e-15,5.0076084e-13,1
136,3.943105e-14,9.785089e-15,5.0076084e-13,1
137,3.943105e-14,9.785089e-15,5.0076084e-13,1
138,3.943105e-14,9.785089e-15,5.0076084e-13,1
139,3.943105e-14,9.785089e-15,5.0076084e-13,1
140,3.943105e-14,9.785089e-15,5.0076084e-13,1
141,3.943105e-14,9.785089e-15,5.0076084e-13,1
142,3.943105e-14,9.785089e-15,5.0076084e-13,1
143,3.943105e-14,9.785089e-15,5.0076084e-13,1
144,3.943105e-14,9.785089e-15,5.0076084e-13,1
145,3.943105e-14,9.785089e-15,5.0076084e-13,1
146,3.943105e-14,9.785089e-15,5.0076084e-13,1
147,3.943105e-14,9.785089e-15,5.0076084e-13,1
148,3.943105e-14,9.785089e-15,5.0076084e-13,1
149,3.943105e-14,9.785089e-15,5.0076084e-13,1
150,3.943105e-14,9.785089e-15,5.0076084e-13,1
151,3.943105e-14,9.785089e-15,5.0076084e-13,1
152,3.943105e-14,9.785089e-15,5.0076084e-13,1
153,3.943105e-14,9.785089e-15,5.0076084e-13,1
154,3.943105e-14,9.785089e-15,5.0076084e-13,1
155,3.943105e-14,9.785089e-15,5.0076084e-13,1
156,3.943105e-14,9.785089e-15,5.0076084e-13,1
157,3.943105e-14,9.785089e-15,5.0076084e-13,1
158,3.943105e-14,9.785089e-15,5.0076084e-13,1
159,3.943105e-14,9.785089e-15,5.0076084e-13,1
160,3.943105e-14,9.785089e-15,5.0076084e-13,1
161,3.943105e-14,9.785089e-15,5.0076084e-13,1
162,3.943105e-14,9.785089e-15,5.0076084e-13,1
163,3.943105e-14,9.785089e-15,5.0076084e-13,1
164,3.943105e-14,9.785089e-15,5.0076084e-13,1
165,3.943105e-14,9.785089e-15,5.0076084e-13,1
166,3.943105e-14,9.785089e-15,5.0076084e-13,1
167,3.943105e-14,9.785089e-15,5.0076084e-13,1
168,3.943105e-14,9.785089e-15,5.0076084e-13,1
169,3.943105e-14,9.785089e-15,5.0076084e-13,1
170,3.943105e-14,9.785089e-15,5.0076084e-13,1
171,3.943105e-14,9.785089e-15,5.0076084e-13,1
172,3.943105e-14,9.785089e-15,5.0076084e-13,1
173,3.943105e-14,9.785089e-15,5.0076084e-13,1
174,3.943105e-14,9.785089e-15,5.0076084e-13,1
175,3.943105e-14,9.785089e-15,5.0076084e-13,1
176,3.943105e-14,9.785089e-15,5.0076084e-13,1
177,3.943105e-14,9.785089e-15,5.0076084e-13,1
178,3.943105e-14,9.785089e-15,5.0076084e-13,1
179,3.943105e-14,9.785089e-15,5.0076084e-13,1
180,3.943105e-14,9.785089e-15,5.0076084e-13,1
181,3.943105e-14,9.785089e-15,5.0076084e-13,1
182,3.943105e-14,9.785089e-15,5.0076084e-13,1
183,3.943105e-14,9.785089e-15,5.0076084e-13,1
184,3.943105e-14,9.785089e-15,5.0076084e-13,1
185,3.943105e-14,9.785089e-15,5.0076084e-13,1
186,3.943105e-14,9.785089e-15,5.0076084e-13,1
187,3.943105e-14,9.785089e-15,5.0076084e-13,1
188,3.943105e-14,9.785089e-15,5.0076084e-13,1
189,3.943105e-14,9.785089e-15,5.0076084e-13,1
190,3.943105e-14,9.785089e-15,5.0076084e-13,1
191,3.943105e-14,9.785089e-15,5.0076084e-13,1
192,3.943105e-14,9.785089e-15,5.0076084e-13,1
193,3.943105e-14,9.785089e-15,5.0076084e-13,1
194,3.943105e-14,9.785089e-15,5.0076084e-13,1
195,3.943105e-14,9.785089e-15,5.0076084e-13,1
196,3.943105e-14,9.785089e-15,5.0076084e-13,1
197,3.943105e-14,9.785089e-15,5.0076084e-13,1
198,3.943105e-14,9.785089e-15,5.0076084e-13,1
199,3.943105e-14,9.785089e-15,5.0076084e-13,1
0,6.065763,2.441853,46.947414,2
1,0.31966603,2.441853,8.454866,2
2,1.99214e-05,0.2839034,0.0005556377,2
3,1.3091446e-08,1.7240602e-05,3.666959e-07,2
4,2.8242946e-13,1.135927e-08,4.0488147e-12,2
5,4.177492e-15,3.4484413e-13,1.2917667e-13,2
6,4.177492e-15,5.202949e-14,1.2917667e-13,2
7,4.177492e-15,5.202949e-14,1.2917667e-13,2
8,4.177492e-15,5.202949e-14,1.2917667e-13,2
9,4.177492e-15,5.202949e-14,1.2917667e-13,2
10,4.177492e-15,5.202949e-14,1.2917667e-13,2
11,4.177492e-15,5.202949e-14,1.2917667e-13,2
12,4.177492e-15,5.202949e-14,1.2917667e-13,2
13,4.177492e-15,5.202949e-14,1.2917667e-13,2
14,4.177492e-15,5.202949e-14,1.2917667e-13,2
15,4.177492e-15,5.202949e-14,1.2917667e-13,2
16,4.177492e-15,5.202949e-14,1.2917667e-13,2
17,4.177492e-15,5.202949e-14,1.2917667e-13,2
18,4.177492e-15,5.202949e-14,1.2917667e-13,2
19,4.177492e-15,5.202949e-14,1.2917667e-13,2
20,4.177492e-15,5.202949e-14,1.2917667e-13,2
21,4.177492e-15,5.202949e-14,1.2917667e-13,2
22,4.177492e-15,5.202949e-14,1.2917667e-13,2
23,4.177492e-15,5.202949e-14,1.2917667e-13,2
24,4.177492e-15,5.202949e-14,1.2917667e-13,2
25,4.177492e-15,5.202949e-14,1.2917667e-13,2
26,4.177492e-15,5.202949e-14,1.2917667e-13,2
27,4.177492e-15,5.202949e-14,1.2917667e-13,2
28,4.177492e-15,5.202949e-14,1.2917667e-13,2
29,4.177492e-15,5.202949e-14,1.2917667e-13,2
30,4.177492e-15,5.202949e-14,1.2917667e-13,2
31,4.177492e-15,5.202949e-14,1.2917667e-13,2
32,4.177492e-15,5.202949e-14,1.2917667e-13,2
